iter	Passed	Remaining
987	8082	57359
988	8090	57351
989	8099	57347
990	8108	57347
991	8117	57346
992	8126	57347
993	8134	57336
994	8143	57335
995	8152	57328
996	8161	57327
997	8170	57321
998	8177	57311
999	8186	57305
1000	8195	57304
1001	8203	57291
1002	8215	57310
1003	8221	57290
1004	8227	57266
1005	8233	57242
1006	8241	57230
1007	8250	57226
1008	8259	57227
1009	8268	57224
1010	8275	57210
1011	8282	57195
1012	8292	57193
1013	8300	57187
1014	8309	57183
1015	8318	57179
1016	8327	57178
1017	8334	57160
1018	8343	57157
1019	8351	57147
1020	8359	57140
1021	8367	57128
1022	8376	57127
1023	8385	57125
1024	8393	57119
1025	8402	57112
1026	8411	57112
1027	8418	57095
1028	8426	57087
1029	8434	57074
1030	8443	57073
1031	8452	57069
1032	8461	57067
1033	8469	57057
1034	8478	57053
1035	8485	57041
1036	8494	57037
1037	8502	57028
1038	8510	57017
1039	8519	57018
1040	8528	57012
1041	8539	57025
1042	8547	57011
1043	8553	56991
1044	8559	56967
1045	8565	56943
1046	8574	56943
1047	8583	56938
1048	8592	56935
1049	8601	56934
1050	8610	56928
1051	8618	56919
1052	8626	56909
1053	8635	56908
1054	8643	56901
1055	8651	56893
1056	8659	56879
1057	8668	56877
1058	8676	56871
1059	8686	56870
1060	8695	56866
1061	8704	56865
1062	8714	56872
1063	8724	56870
1064	8731	56858
1065	8738	56838
1066	8744	56815
1067	8750	56797
1068	8756	56776
1069	8761	56746
1070	8766	56714
1071	8776	56716
1072	8783	56702
1073	8790	56686
1074	8796	56667
1075	8803	56648
1076	8808	56622
1077	8817	56616
1078	8826	56615
1079	8835	56612
1080	8844	56608
1081	8853	56606
1082	8864	56614
1083	8872	56608
1084	8878	56586
1085	8884	56561
1086	8889	56532
1087	8898	56531
1088	8906	56521
1089	8915	56520
1090	8924	56515
1091	8933	56513
1092	8942	56511
1093	8950	56503
1094	8960	56503
1095	8968	56495
1096	8978	56499
1097	8990	56512
1098	8999	56510
1099	9008	56506
1100	9017	56502
1101	9025	56498
1102	9035	56501
1103	9045	56499
1104	9054	56497
1105	9063	56497
1106	9073	56495
1107	9081	56491
1108	9091	56491
1109	9100	56488
1110	9107	56471
1111	9116	56471
1112	9125	56467
1113	9134	56462
1114	9143	56461
1115	9153	56460
1116	9162	56459
1117	9170	56449
1118	9179	56443
1119	9186	56432
1120	9197	56441
1121	9203	56417
1122	9209	56396
1123	9214	56371
1124	9221	56354
1125	9230	56347
1126	9239	56344
1127	9247	56338
1128	9255	56326
1129	9263	56318
1130	9272	56316
1131	9280	56305
1132	9289	56303
1133	9298	56301
1134	9308	56299
1135	9317	56296
1136	9326	56293
1137	9334	56287
1138	9342	56279
1139	9352	56277
1140	9360	56268
1141	9369	56265
1142	9377	56257
1143	9387	56256
1144	9395	56249
1145	9403	56238
1146	9411	56229
1147	9420	56227
1148	9427	56212
1149	9435	56202
1150	9443	56192
1151	9452	56187
1152	9460	56178
1153	9467	56165
1154	9475	56158
1155	9484	56153
1156	9496	56165
1157	9504	56158
1158	9513	56154
1159	9525	56164
1160	9531	56144
1161	9536	56121
1162	9541	56093
1163	9548	56075
1164	9556	56065
1165	9565	56061
1166	9573	56054
1167	9582	56050
1168	9591	56045
1169	9597	56024
1170	9605	56016
1171	9614	56013
1172	9623	56008
1173	9629	55986
1174	9636	55970
1175	9644	55965
1176	9653	55960
1177	9663	55960
1178	9672	55956
1179	9680	55948
1180	9688	55938
1181	9699	55946
1182	9707	55937
1183	9714	55921
1184	9720	55903
1185	9728	55891
1186	9734	55874
1187	9740	55854
1188	9750	55855
1189	9758	55845
1190	9765	55827
1191	9771	55811
1192	9778	55792
1193	9784	55772
1194	9789	55744
1195	9798	55742
1196	9806	55732
1197	9815	55730
1198	9823	55723
1199	9832	55716
1200	9841	55715
1201	9851	55713
1202	9856	55690
1203	9861	55662
1204	9866	55636
1205	9872	55617
1206	9880	55609
1207	9888	55599
1208	9896	55588
1209	9905	55584
1210	9914	55582
1211	9922	55574
1212	9930	55563
1213	9939	55561
1214	9948	55556
1215	9960	55567
1216	9974	55590
1217	9983	55591
1218	9995	55604
1219	10000	55578
1220	10007	55563
1221	10015	55553
1222	10022	55537
1223	10029	55524
1224	10036	55507
1225	10044	55499
1226	10053	55495
1227	10062	55491
1228	10069	55474
1229	10075	55454
1230	10082	55442
1231	10088	55422
1232	10097	55416
1233	10106	55412
1234	10115	55409
1235	10123	55400
1236	10131	55393
1237	10139	55383
1238	10146	55369
1239	10154	55356
1240	10162	55349
1241	10171	55346
1242	10178	55330
1243	10183	55305
1244	10188	55281
1245	10193	55253
1246	10202	55250
1247	10211	55248
1248	10219	55237
1249	10226	55224
1250	10233	55208
1251	10239	55190
1252	10249	55188
1253	10257	55180
1254	10264	55168
1255	10272	55158
1256	10280	55150
1257	10288	55139
1258	10296	55129
1259	10303	55113
1260	10312	55109
1261	10321	55106
1262	10330	55102
1263	10339	55098
1264	10347	55091
1265	10357	55093
1266	10364	55080
1267	10373	55071
1268	10381	55063
1269	10389	55056
1270	10397	55049
1271	10406	55041
1272	10415	55038
1273	10423	55031
1274	10432	55028
1275	10440	55016
1276	10448	55008
1277	10455	54996
1278	10464	54989
1279	10472	54983
1280	10482	54982
1281	10491	54979
1282	10501	54980
1283	10508	54962
1284	10513	54939
1285	10519	54920
1286	10524	54897
1287	10533	54893
1288	10541	54884
1289	10550	54877
1290	10557	54863
1291	10564	54852
1292	10573	54845
1293	10579	54829
1294	10588	54821
1295	10596	54815
1296	10604	54804
1297	10613	54800
1298	10620	54787
1299	10629	54784
1300	10638	54777
1301	10647	54773
1302	10656	54769
1303	10664	54763
1304	10673	54758
1305	10681	54751
1306	10689	54738
1307	10696	54725
1308	10703	54710
1309	10710	54699
1310	10719	54693
1311	10726	54678
1312	10735	54677
1313	10743	54666
1314	10750	54653
1315	10757	54635
1316	10763	54618
1317	10770	54604
1318	10778	54593
1319	10785	54583
1320	10795	54579
1321	10804	54577
1322	10811	54565
1323	10820	54561
1324	10828	54551
1325	10834	54534
1326	10840	54514
1327	10847	54496
1328	10853	54479
1329	10860	54465
1330	10867	54454
1331	10876	54449
1332	10884	54437
1333	10893	54432
1334	10900	54418
1335	10906	54402
1336	10915	54399
1337	10925	54397
1338	10931	54381
1339	10941	54380
1340	10949	54370
1341	10956	54359
1342	10964	54350
1343	10973	54346
1344	10981	54334
1345	10990	54331
1346	10998	54324
1347	11004	54302
1348	11014	54302
1349	11022	54297
1350	11030	54285
1351	11038	54276
1352	11047	54274
1353	11053	54257
1354	11060	54241
1355	11069	54239
1356	11078	54232
1357	11087	54228
1358	11098	54232
1359	11105	54223
1360	11115	54220
1361	11124	54215
1362	11131	54205
1363	11140	54201
1364	11149	54196
1365	11156	54183
1366	11162	54163
1367	11168	54143
1368	11173	54122
1369	11180	54108
1370	11189	54102
1371	11197	54095
1372	11205	54082
1373	11212	54069
1374	11220	54060
1375	11229	54057
1376	11237	54050
1377	11245	54042
1378	11255	54038
1379	11262	54027
1380	11269	54013
1381	11276	53998
1382	11284	53988
1383	11292	53984
1384	11301	53977
1385	11309	53970
1386	11318	53965
1387	11326	53956
1388	11333	53944
1389	11342	53939
1390	11349	53926
1391	11355	53905
1392	11363	53895
1393	11372	53891
1394	11380	53884
1395	11388	53876
1396	11397	53869
1397	11405	53861
1398	11413	53853
1399	11422	53847
1400	11430	53840
1401	11439	53833
1402	11446	53820
1403	11453	53808
1404	11462	53804
1405	11471	53799
1406	11481	53801
1407	11488	53785
1408	11493	53763
1409	11499	53745
1410	11507	53738
1411	11515	53726
1412	11523	53720
1413	11531	53712
1414	11538	53698
1415	11545	53682
1416	11552	53670
1417	11558	53651
1418	11565	53638
1419	11573	53627
1420	11581	53619
1421	11588	53605
1422	11595	53592
1423	11603	53584
1424	11612	53579
1425	11621	53574
1426	11628	53565
1427	11637	53558
1428	11645	53549
1429	11653	53540
1430	11662	53534
1431	11668	53518
1432	11674	53501
1433	11681	53489
1434	11688	53475
1435	11693	53452
1436	11698	53429
1437	11702	53403
1438	11707	53378
1439	11712	53355
1440	11722	53355
1441	11727	53336
1442	11733	53315
1443	11738	53294
1444	11745	53279
1445	11751	53261
1446	11756	53240
1447	11761	53218
1448	11766	53195
1449	11770	53171
1450	11775	53148
1451	11781	53131
1452	11786	53106
1453	11793	53095
1454	11804	53101
1455	11811	53086
1456	11816	53064
1457	11821	53041
1458	11827	53026
1459	11835	53017
1460	11843	53007
1461	11852	53004
1462	11861	52998
1463	11869	52992
1464	11879	52989
1465	11885	52972
1466	11893	52966
1467	11903	52963
1468	11911	52955
1469	11921	52956
1470	11931	52956
1471	11937	52942
1472	11946	52938
1473	11955	52933
1474	11965	52931
1475	11974	52926
1476	11980	52909
1477	11988	52902
1478	11997	52899
1479	12003	52880
1480	12009	52863
1481	12018	52858
1482	12026	52851
1483	12034	52842
1484	12042	52834
1485	12051	52828
1486	12060	52825
1487	12069	52818
1488	12078	52815
1489	12086	52806
1490	12095	52801
1491	12103	52795
1492	12109	52778
1493	12117	52769
1494	12126	52764
1495	12134	52756
1496	12143	52750
1497	12151	52744
1498	12159	52733
1499	12166	52719
1500	12175	52717
1501	12185	52716
1502	12193	52710
1503	12201	52701
1504	12211	52699
1505	12218	52685
1506	12225	52673
1507	12232	52659
1508	12241	52656
1509	12250	52653
1510	12259	52648
1511	12268	52644
1512	12277	52640
1513	12286	52636
1514	12296	52634
1515	12304	52627
1516	12312	52616
1517	12318	52601
1518	12325	52587
1519	12332	52576
1520	12340	52567
1521	12349	52563
1522	12358	52559
1523	12366	52549
1524	12375	52543
1525	12384	52538
1526	12391	52528
1527	12398	52515
1528	12407	52511
1529	12414	52497
1530	12422	52488
1531	12430	52481
1532	12438	52471
1533	12446	52465
1534	12456	52464
1535	12468	52470
1536	12475	52459
1537	12481	52442
1538	12486	52420
1539	12492	52405
1540	12502	52402
1541	12510	52395
1542	12518	52386
1543	12525	52373
1544	12532	52360
1545	12538	52343
1546	12546	52334
1547	12554	52327
1548	12562	52318
1549	12569	52307
1550	12577	52298
1551	12587	52295
1552	12596	52291
1553	12605	52287
1554	12614	52282
1555	12622	52273
1556	12631	52268
1557	12640	52266
1558	12647	52254
1559	12654	52241
1560	12661	52226
1561	12667	52209
1562	12673	52195
1563	12680	52182
1564	12689	52178
1565	12698	52171
1566	12707	52169
1567	12715	52159
1568	12722	52147
1569	12732	52145
1570	12739	52135
1571	12747	52126
1572	12755	52115
1573	12763	52106
1574	12769	52092
